Chapter,Theme,문제 번호,분류 이유
Chapter 03: 금융의 기능과 종류,"Theme 4: 국제 금융과 환율","2021.06.09","원/달러, 원/엔 '환율'의 변동 추이를 분석하고, 외채 상환, 대금 지급, 수출 시 선물환 계약 등 합리적인 대응 방안을 묻고 있으므로, 해당 테마에 속합니다."
Chapter 03: 금융의 기능과 종류,"Theme 4: 국제 금융과 환율","2021.06.18","연도별 '국제수지표'를 비교하여 경상수지 및 각 항목(서비스, 이전소득, 본원소득, 자본)의 변화를 분석하는 문제이므로, 해당 테마에 속합니다."
Chapter 04: 무역 활동,"Theme 1: 물류 관리","2026.06.02","항공기, 화물선, 기차 등 '운송 수단'의 특징(속도, 적재용량, 기후 영향)을 비교 분석하는 문제이므로, '운송'을 다루는 테마에 해당합니다."
Chapter 04: 무역 활동,"Theme 1: 물류 관리","2025.11.01","기업 내 생산, 물류, 회계, 영업 등을 통합적으로 연계·관리하는 '전사적 자원 관리(ERP)' 시스템에 대해 묻고 있으므로, '물류 정보 시스템'을 다루는 테마에 해당합니다."
Chapter 04: 무역 활동,"Theme 1: 물류 관리","2025.11.03","고객의 집까지 상품을 배송해주는 문전 운송 등 '육상 운송(자동차 운송)'의 특징을 묻고 있으므로, '운송'을 다루는 테마에 해당합니다."
Chapter 04: 무역 활동,"Theme 1: 물류 관리","2025.09.14","물류 정보화 기술 중 전자 태그와 무선 주파수를 이용하여 상품 정보를 식별하는 'RFID' 기술의 도입에 대해 묻고 있으므로, '물류 정보 시스템'을 다루는 테마에 해당합니다."
Chapter 04: 무역 활동,"Theme 1: 물류 관리","2025.09.18","'해상 운송'의 종류 중 선박만 빌리고 운항에 필요한 모든 비용은 용선자가 부담하는 '나용선' 계약에 대해 묻고 있으므로, '해상 운송'을 다루는 테마에 해당합니다."
Chapter 04: 무역 활동,"Theme 1: 물류 관리","2024.11.09","화물의 목적지까지 직접 운송이 가능한 '문전 운송' 서비스에 대해 묻고 있으며, 이는 '자동차 운송'의 주요 특징이므로, '운송'을 다루는 테마에 해당합니다."
Chapter 04: 무역 활동,"Theme 1: 물류 관리","2024.09.06","원재료 구매부터 생산, 유통, 판매까지 전체 공급 과정을 통합 관리하는 '공급 사슬 관리(SCM)' 시스템에 대해 묻고 있으므로, '물류 정보 시스템'을 다루는 테마에 해당합니다."
Chapter 04: 무역 활동,"Theme 1: 물류 관리","2024.06.08","'운송 수단'인 트럭(가)과 화물선(나)의 특징(일관 운송, 대량 운송, 운임, 하역 비용)을 비교 분석하는 문제이므로, '운송'을 다루는 테마에 해당합니다."
Chapter 04: 무역 활동,"Theme 1: 물류 관리","2024.06.09","표준화된 전자 문서를 네트워크로 교환하여 무역 업무를 처리하는 '전자 문서 교환(EDI)' 시스템에 대해 묻고 있으므로, '물류 정보 시스템'을 다루는 테마에 해당합니다."
Chapter 04: 무역 활동,"Theme 1: 물류 관리","2023.09.18","전자 태그와 전파를 이용해 비접촉식으로 정보를 식별하는 '무선주파수식별(RFID)' 기술에 대해 묻고 있으므로, '물류 정보 기술'을 다루는 테마에 해당합니다."
Chapter 04: 무역 활동,"Theme 1: 물류 관리","2023.06.16","복수의 화물을 하나의 단위로 만들어 하역의 기계화를 가능하게 하는 '유닛 로드 시스템(ULS)'에 대해 묻고 있으므로, '물류 정보 시스템'을 다루는 테마에 해당합니다."
Chapter 04: 무역 활동,"Theme 1: 물류 관리","2022.11.14","GPS 기술을 통해 차량 위치를 실시간으로 추적·관리하는 '첨단 화물 운송(CVO)' 시스템에 대해 묻고 있으므로, '물류 정보 시스템'을 다루는 테마에 해당합니다."
Chapter 04: 무역 활동,"Theme 1: 물류 관리","2022.09.03","무선 주파수로 전자 태그가 내장된 상품을 식별하는 'RFID' 기술을 묻고 있으므로, '물류 정보 시스템'을 다루는 테마에 해당합니다."
Chapter 04: 무역 활동,"Theme 1: 물류 관리","2022.06.17","화물을 일정한 표준 단위로 만들어 기계적으로 운송하는 '유닛 로드 시스템(ULS)'에 대해 묻고 있으므로, '물류 정보 시스템'을 다루는 테마에 해당합니다."
Chapter 04: 무역 활동,"Theme 1: 물류 관리","2021.11.06","차량의 실시간 위치 추적 등을 통해 물류 업무 효율성을 높이는 '첨단 화물 운송 시스템(CVO)'을 묻는 문제이므로, '물류 정보 시스템'을 다루는 테마에 해당합니다."
Chapter 04: 무역 활동,"Theme 1: 물류 관리","2021.11.12","철도 운송과 자동차 운송의 특징을 비교하며, 운송 수단 간 환적에 대해 묻고 있으므로 '운송'을 다루는 테마에 해당합니다."
Chapter 04: 무역 활동,"Theme 1: 물류 관리","2021.09.06","전자 태그를 비접촉으로 읽어 상품 정보를 파악하는 '무선 주파수 식별(RFID)' 기술을 묻고 있으므로, '물류 정보 시스템'을 다루는 테마에 해당합니다."
Chapter 04: 무역 활동,"Theme 2: 무역의 이해","2025.11.19","리카도의 '비교 생산비설(비교 우위)'에 따라 양국의 특화 상품과 기회비용을 계산하는 문제이므로, '무역 이론'을 다루는 테마에 해당합니다."
Chapter 04: 무역 활동,"Theme 2: 무역의 이해","2025.11.20","환거래 없이 물품을 1:1로 교환하는 '물물교환' 무역 형태에 대해 묻고 있으므로, '무역의 분류'를 다루는 테마에 해당합니다."
Chapter 04: 무역 활동,"Theme 2: 무역의 이해","2025.09.11","제3자가 개입하는 간접 무역의 종류인 '중개 무역', '통과 무역', '중계 무역'의 사례를 구분하는 문제이므로, '무역의 분류'를 다루는 테마에 해당합니다."
Chapter 04: 무역 활동,"Theme 2: 무역의 이해","2025.06.07","상품을 수입하여 가공 없이 그대로 제3국에 재수출하는 '중계 무역'의 사례를 묻고 있으므로, '무역의 분류'를 다루는 테마에 해당합니다."
Chapter 04: 무역 활동,"Theme 2: 무역의 이해","2024.11.16","'비교생산비설'에 따라 양국의 특화 상품과 기회비용을 계산하고 무역 이익을 분석하는 문제이므로, '무역 이론'을 다루는 테마에 해당합니다."
Chapter 04: 무역 활동,"Theme 2: 무역의 이해","2024.09.07","무역의 종류 중 수입하여 원형 그대로 재수출하는 '중계 무역'과 거래를 알선하고 수수료를 받는 '중개 무역'을 구분하는 문제이므로, 해당 테마에 속합니다."
Chapter 04: 무역 활동,"Theme 2: 무역의 이해","2024.06.19","환거래 없이 물품을 교환하는 '물물교환'과 수출에 대응하여 수입하는 '제품 환매' 등 '연계 무역'의 공통점을 묻는 문제이므로, '수출입 균형 및 연계에 따른 분류'를 다루는 테마에 해당합니다."
Chapter 04: 무역 활동,"Theme 2: 무역의 이해","2023.11.09","기술 수출에 대응하여 생산품을 수입하는 '제품 환매'와 수입 후 가공 없이 재수출하는 '중계 무역'의 사례를 묻는 문제이므로, '무역의 종류'를 다루는 테마에 해당합니다."
Chapter 04: 무역 활동,"Theme 2: 무역의 이해","2023.09.04","수출액의 일정 비율만큼 대응 수입하는 의무를 가지며 별도의 계약서를 작성하는 '대응 구매' 방식에 대해 묻고 있으므로, '연계 무역'을 다루는 테마에 해당합니다."
Chapter 04: 무역 활동,"Theme 2: 무역의 이해","2023.06.09","수입한 물품을 보세구역 등에서 국내 반입 없이 원형 그대로 수출하여 매매 차익을 얻는 '중계 무역'에 대해 묻고 있으므로, '무역의 분류'를 다루는 테마에 해당합니다."
Chapter 04: 무역 활동,"Theme 2: 무역의 이해","2022.11.08","디자인부터 제조까지 담당하여 주문자 상표를 붙여 수출하는 'ODM 방식 수출'에 대해 묻고 있으므로, '무역의 종류'를 다루는 테마에 해당합니다."
Chapter 04: 무역 활동,"Theme 2: 무역의 이해","2022.09.17","생산비가 절대적으로 적게 드는 재화를 특화 생산하는 '절대우위설'과 기회비용이 적은 재화를 특화 생산하는 '비교우위설'을 비교하는 문제이므로, '무역 이론'을 다루는 테마에 해당합니다."
Chapter 04: 무역 활동,"Theme 2: 무역의 이해","2022.09.19","수입한 상품을 가공하지 않고 원형 그대로 제3국에 수출하여 차액을 얻는 '중계 무역'에 대해 묻고 있으므로, '무역의 종류'를 다루는 테마에 해당합니다."
Chapter 04: 무역 활동,"Theme 2: 무역의 이해","2021.11.03","주문자가 지정한 상표를 부착하여 수출하는 'OEM 방식'에 대해 묻고 있으므로, '무역의 종류'를 다루는 테마에 해당합니다."
Chapter 04: 무역 활동,"Theme 2: 무역의 이해","2021.11.18","'중개 무역'(제3자 알선), '구상 무역'(하나의 계약서), '대응 구매'(별도 계약서) 등 다양한 무역의 종류를 구분하는 문제이므로, '무역의 분류'를 다루는 테마에 해당합니다."
Chapter 04: 무역 활동,"Theme 2: 무역의 이해","2021.09.15","수입 후 원형 그대로 수출하는 '중계 무역'과 부품을 수출하여 현지에서 조립·판매하는 '녹다운 수출'의 특징을 비교하는 문제이므로, '무역의 종류'를 다루는 테마에 해당합니다."
Chapter 04: 무역 활동,"Theme 2: 무역의 이해","2021.06.05","수출입 균형을 지향하는 '연계 무역'과 '삼각 무역'의 공통적인 목적을 묻는 문제이므로, '무역의 분류'를 다루는 테마에 해당합니다."
Chapter 04: 무역 활동,"Theme 3: 무역의 계약 조건","2026.06.19","무역의 가격 조건(인코텀스)이 FOB에서 CIF로 변경됨에 따라 비용 이전 분기점, 피보험자 등의 변화를 묻고 있으므로, '가격 조건' 및 '보험 조건'을 다루는 테마에 해당합니다."
Chapter 04: 무역 활동,"Theme 3: 무역의 계약 조건","2025.11.10","환율 변동 추이를 고려하여 수출 대금 회수 시 유리한 '대금 지급 시기별 결제 방식'(선지급, 동시지급, 후지급)을 선택하는 문제이므로, '결제 조건'을 다루는 테마에 해당합니다."
Chapter 04: 무역 활동,"Theme 3: 무역의 계약 조건","2025.11.18","무역의 '가격 조건'(인코텀스)이 FAS에서 FOB로 변경될 때, 본선 적재 비용 및 운송 계약 주체의 변화를 묻고 있으므로, 해당 테마에 속합니다."
Chapter 04: 무역 활동,"Theme 3: 무역의 계약 조건","2025.09.17","수출입 계약서의 '가격 조건'(FOB, CIF), '품질 조건'(FAQ), '결제 조건'(D/P, D/A), '보험 조건'(ICC) 등 다양한 무역 계약 조건을 종합적으로 이해하는지 묻는 문제이므로, 해당 테마에 해당합니다."
Chapter 04: 무역 활동,"Theme 3: 무역의 계약 조건","2024.11.15","'무역 분쟁 해결' 절차(당사자 간 해결, 제3자 개입)와 상업 조성 기관(대한상사중재원)에 대해 묻고 있으므로, 해당 테마에 속합니다."
Chapter 04: 무역 활동,"Theme 3: 무역의 계약 조건","2024.11.18","수입 계약서와 신용장의 '가격 조건'(DDP), '수량 조건'(과부족용인조항), '품질 조건'(GMQ), '결제 조건'(기한부신용장) 등 '무역 계약 조건'을 묻고 있으므로, 해당 테마에 속합니다."
Chapter 04: 무역 활동,"Theme 3: 무역의 계약 조건","2024.09.19","구매청약서와 수출계약서의 '가격 조건'(DDP→CIF), '결제 조건'(D/A→L/C), '품질 조건'(GMQ→FAQ), '수량 조건'(과부족용인조항) 등 '무역 계약 조건'의 변경 내용을 묻고 있으므로, 해당 테마에 속합니다."
Chapter 04: 무역 활동,"Theme 3: 무역의 계약 조건","2024.09.20","'보험 조건'인 신협회적화약관(ICC(C))과 피보험 이익에 대해 묻고 있으므로, 해당 테마에 속합니다."
Chapter 04: 무역 활동,"Theme 3: 무역의 계약 조건","2023.11.17","구매 청약과 반대 청약을 통해 '수량, 품질, 가격(인코텀스), 결제 조건'이 변경되는 과정을 묻고 있으므로, '무역 계약 조건' 전반을 다루는 테마에 해당합니다."
Chapter 04: 무역 활동,"Theme 3: 무역의 계약 조건","2023.09.03","무역 분쟁 발생 시 타협, 알선, 중재 등을 수행하는 상업 조성 기관(대한상사중재원)을 묻고 있으므로, '분쟁 해결 조건'을 다루는 테마에 해당합니다."
Chapter 04: 무역 활동,"Theme 3: 무역의 계약 조건","2023.09.19","DDP 가격 조건, 분할 선적, GMQ 품질 조건 등 매매 계약서에 나타난 '무역 거래 조건'을 해석하는 문제이므로, 해당 테마에 속합니다."
Chapter 04: 무역 활동,"Theme 3: 무역의 계약 조건","2023.09.20","해상보험증권의 '보험 조건'(ICC(A)), 전손, 비례보상, 피보험이익 등 보험 관련 계약 조건을 묻고 있으므로, 해당 테마에 속합니다."
Chapter 04: 무역 활동,"Theme 3: 무역의 계약 조건","2023.06.07","'가격 조건'이 FOB에서 CIF로 변경될 때, 비용 및 위험 분기점, 보험 계약 의무 등의 변화를 묻고 있으므로, '인코텀스'를 다루는 테마에 해당합니다."
Chapter 04: 무역 활동,"Theme 3: 무역의 계약 조건","2023.06.10","'수출입 절차' 중 신용조사, 청약, 반대청약, 승낙 과정을 묻고 있으며, 품질, 결제, 분쟁 해결 등 '계약 조건'을 포함하고 있으므로 해당 테마에 속합니다."
Chapter 04: 무역 활동,"Theme 3: 무역의 계약 조건","2022.09.20","수입 및 수출 계약의 '품질 조건'(FAQ), '보험 조건'(ICC), '결제 조건'(L/C, D/A), '가격 조건'(FOB, CIF)을 비교 분석하는 문제이므로, 해당 테마에 속합니다."
Chapter 04: 무역 활동,"Theme 3: 무역의 계약 조건","2022.06.20","품질(통명->FAQ), 수량(과부족용인), 가격(CIF->FOB), 결제(O/A->CWO), 보험(ICC(B)->ICC(A)) 등 다양한 '무역 계약 조건'의 변경 내용을 묻고 있으므로, 해당 테마에 속합니다."
Chapter 04: 무역 활동,"Theme 3: 무역의 계약 조건","2021.11.19","판매 청약서와 수정 청약서를 통해 '품질, 수량, 선적, 가격, 결제 조건' 등 '무역 계약 조건'의 변경 내용을 묻고 있으므로, 해당 테마에 속합니다."
Chapter 04: 무역 활동,"Theme 3: 무역의 계약 조건","2021.09.14","'가격 조건'(인코텀스 DAT)에 따라 수입자가 수행해야 할 업무를 묻는 문제이므로, '가격 조건'을 다루는 테마에 해당합니다."
Chapter 04: 무역 활동,"Theme 3: 무역의 계약 조건","2021.09.19","판매 청약서의 '품질, 가격, 보험, 결제 조건'을 지시 내용에 맞게 수정하는 문제로, '무역 계약 조건' 전반에 대한 이해가 필요합니다."
Chapter 04: 무역 활동,"Theme 3: 무역의 계약 조건","2021.06.11","'품질 결정 방법'(USQ), '선적 조건'(연월 선적), '가격 조건'(FOB), '보험 조건'(ICC(C)) 등 계약서에 나타난 다양한 '무역 계약 조건'을 묻고 있으므로, 해당 테마에 속합니다."
Chapter 04: 무역 활동,"Theme 4: 무역의 수출입 절차","2026.06.13","신용장(L/C) 방식과 추심(D/P) 방식 등 '수출입 대금 결제 방식'의 특징과 절차를 비교하는 문제이므로, 해당 테마에 속합니다."
Chapter 04: 무역 활동,"Theme 4: 무역의 수출입 절차","2025.11.08","신용장 없이 환어음을 통해 대금을 회수하는 '추심 결제 방식'의 절차와 당사자(발행인, 지급인, 수취인)를 묻고 있으므로, 해당 테마에 속합니다."
Chapter 04: 무역 활동,"Theme 4: 무역의 수출입 절차","2025.09.03","수출입 물품의 통관, 관세 부과 및 징수 업무를 담당하는 국가 기관인 '세관'에 대해 묻고 있으며, 이는 '수출입 절차'의 핵심 요소이므로 해당 테마에 속합니다."
Chapter 04: 무역 활동,"Theme 4: 무역의 수출입 절차","2025.09.19","'신용장(L/C)에 의한 대금 결제 과정'에서 각 당사자(매입 은행, 발행 은행)의 역할을 유추하는 문제이므로, 해당 테마에 속합니다."
Chapter 04: 무역 활동,"Theme 4: 무역의 수출입 절차","2025.06.19","'신용장(L/C)'의 기본 당사자(수익자, 발행 의뢰인)와 은행(발행 은행, 매입 은행)의 역할을 묻는 문제이므로, 해당 테마에 속합니다."
Chapter 04: 무역 활동,"Theme 4: 무역의 수출입 절차","2024.09.09","추심 결제(D/P)와 기한부 신용장(Usance L/C) 등 '수출입 대금 결제 방식'과 당사자의 역할을 묻는 문제이므로, 해당 테마에 속합니다."
Chapter 04: 무역 활동,"Theme 4: 무역의 수출입 절차","2023.11.10","'추심 결제'와 '신용장 결제' 방식에서 각 은행(추심의뢰은행, 통지은행, 매입은행)의 역할을 파악하는 문제이므로, '수출입 대금 결제 방식'을 다루는 테마에 해당합니다."
Chapter 04: 무역 활동,"Theme 4: 무역의 수출입 절차","2022.11.12","환율 변동 상황에서 유리한 '무역 대금 결제 방식'(신용장)을 선택하는 문제이므로, 해당 테마에 속합니다."
Chapter 04: 무역 활동,"Theme 4: 무역의 수출입 절차","2022.06.18","송금 결제, 추심 결제(D/P, D/A), 신용장 결제(At sight L/C, Usance L/C) 등 '수출입 대금 결제 방식'의 비중 변화를 분석하는 문제이므로, 해당 테마에 속합니다."
Chapter 04: 무역 활동,"Theme 4: 무역의 수출입 절차","2021.11.20","수정 청약서의 결제 조건이 추심 방식(D/P)으로 변경됨에 따라 수출업자와 수입업자가 수행해야 할 업무를 묻고 있으므로, '추심 결제 방식'을 다루는 테마에 해당합니다."
Chapter 04: 무역 활동,"Theme 4: 무역의 수출입 절차","2021.06.12","'결제 조건'이 일람불 신용장(At Sight L/C)으로 명시되어 있어, 신용장 발행 요청, 대금 지급, 서류 인도 등 '신용장 결제 방식'에 따른 업무를 묻고 있으므로, 해당 테마에 속합니다."
Chapter 04: 무역 활동,"Theme 5: 세계 경제 환경","2026.06.06","기업의 '해외 시장 진출 전략' 중 시설을 건설(Build)하고, 일정 기간 운영(Operate)한 후 소유권을 이전(Transfer)하는 'BOT 방식'에 대해 묻고 있으므로, 해당 테마에 속합니다."
Chapter 04: 무역 활동,"Theme 5: 세계 경제 환경","2026.06.20","FTA, 관세 동맹, 공동 시장 등 '경제 통합'의 단계별 특징을 묻는 문제이므로, 해당 테마에 속합니다."
Chapter 04: 무역 활동,"Theme 5: 세계 경제 환경","2025.09.15","FTA(자유 무역 협정) 체결에 따른 무역 창출 효과 등 '경제 통합'의 영향을 묻는 문제이므로, 해당 테마에 속합니다."
Chapter 04: 무역 활동,"Theme 5: 세계 경제 환경","2025.06.12","기업이 경영에 직접 참여할 목적으로 해외에 현지 법인을 설립하는 '해외 직접 투자(FDI)' 방식에 대해 묻고 있으므로, '해외 시장 진출 전략'을 다루는 테마에 해당합니다."
Chapter 04: 무역 활동,"Theme 5: 세계 경제 환경","2025.06.20","자유 무역 협정(FTA)과 공동 시장 등 '경제 통합'의 형태와 그에 따른 관세 변화 및 가격 조건(DDP, DAP)을 연계하여 분석하는 문제이므로, 해당 테마에 해당합니다."
Chapter 04: 무역 활동,"Theme 5: 세계 경제 환경","2024.11.20","'경제 통합'(공동 시장)과 '무역 방식'(녹다운 수출)을 연계하여 무역창출효과, 자본 이동 등을 분석하는 문제이므로, 해당 테마에 속합니다."
Chapter 04: 무역 활동,"Theme 5: 세계 경제 환경","2024.09.11","대교를 건설(Build)하고, 운영(Operate)하여 수익을 낸 뒤, 소유권을 이전(Transfer)하는 'BOT 방식'에 대해 묻고 있으므로, '해외 시장 진출 전략'을 다루는 테마에 해당합니다."
Chapter 04: 무역 활동,"Theme 5: 세계 경제 환경","2024.09.15","FTA, 경제 동맹 등 '경제 통합' 단계에 따른 관세 변화와 무역 창출 효과를 분석하는 문제이므로, 해당 테마에 속합니다."
Chapter 04: 무역 활동,"Theme 5: 세계 경제 환경","2024.06.11","'경제 통합' 단계인 FTA, 공동 시장의 특징과 이에 따른 무역 전환 효과를 분석하는 문제이므로, 해당 테마에 속합니다."
Chapter 04: 무역 활동,"Theme 5: 세계 경제 환경","2024.06.12","SWOT 분석 결과를 바탕으로 자사의 약점(기술 부족)을 보완하기 위해 해외 기업에 투자하는 '선진 기술 습득형 투자'를 묻고 있으므로, '해외 투자 방식'을 다루는 테마에 해당합니다."
Chapter 04: 무역 활동,"Theme 5: 세계 경제 환경","2023.11.11","본사가 해외 가맹점에 상표 사용권, 영업 지원 등을 제공하는 '국제 프랜차이징' 방식에 대해 묻고 있으므로, '해외 시장 진출 전략'을 다루는 테마에 해당합니다."
Chapter 04: 무역 활동,"Theme 5: 세계 경제 환경","2023.09.09","'관세 동맹'이라는 경제 통합 상황 속에서 환율 변동, 생산 요소 이동, 대금 결제 방식 선택 등의 현상을 분석하는 문제이므로, 해당 테마에 속합니다."
Chapter 04: 무역 활동,"Theme 5: 세계 경제 환경","2023.06.11","생산 설비 건설 후 정상 가동 시점에 소유권을 넘겨주는 '턴키 계약' 방식에 대해 묻고 있으므로, '해외 시장 진출 전략'을 다루는 테마에 해당합니다."
Chapter 04: 무역 활동,"Theme 5: 세계 경제 환경","2023.06.15","관세 동맹, 공동 시장, 경제 동맹 등 '경제 통합 형태'별 특징을 구분하는 문제이므로, 해당 테마에 속합니다."
Chapter 04: 무역 활동,"Theme 5: 세계 경제 환경","2022.11.09","'경제 통합' 단계인 WTO 가입과 관세 동맹 발효에 따른 무역창출효과 및 특징을 묻고 있으므로, 해당 테마에 속합니다."
Chapter 04: 무역 활동,"Theme 5: 세계 경제 환경","2022.09.06","브레튼우즈 협정에 의해 설립된 국제부흥개발은행(IBRD)은 '국제 경제 기구'에 해당하므로, 해당 테마에 속합니다."
Chapter 04: 무역 활동,"Theme 5: 세계 경제 환경","2022.09.10","특허 기술 등을 해외 기업에 제공하고 로열티를 받는 '국제 라이선싱' 방식에 대해 묻고 있으므로, '해외 시장 진출 전략'을 다루는 테마에 해당합니다."
Chapter 04: 무역 활동,"Theme 5: 세계 경제 환경","2022.09.15","FTA, 관세 동맹 등 '경제 통합' 체결 전후의 수입국 변화와 무역창출/전환 효과를 분석하는 문제이므로, 해당 테마에 속합니다."
Chapter 04: 무역 활동,"Theme 5: 세계 경제 환경","2022.06.11","댐 건설 후 약정 기간 동안 운영하여 투자비를 회수하고 양도하는 'BOT 방식'은 '해외 시장 진출 전략'의 한 종류이므로, 해당 테마에 속합니다."
Chapter 04: 무역 활동,"Theme 5: 세계 경제 환경","2022.06.12","A국이 C국과 '관세 동맹'을 체결함에 따라 발생하는 무역 전환 효과를 묻고 있으므로, '경제 통합'을 다루는 테마에 해당합니다."
Chapter 04: 무역 활동,"Theme 5: 세계 경제 환경","2021.11.17","GATT와 WTO의 특징을 비교하고, 경제 통합(공동 시장)의 특징을 묻는 문제이므로, '국제 경제 기구'와 '경제 통합'을 다루는 테마에 해당합니다."
Chapter 04: 무역 활동,"Theme 5: 세계 경제 환경","2021.09.05","기업의 내부 상황(경험, 자금력)을 고려하여 가장 적합한 해외 진출 방식('국제 라이선싱')을 선택하는 문제이므로, '해외 시장 진출 전략'을 다루는 테마에 해당합니다."
Chapter 04: 무역 활동,"Theme 5: 세계 경제 환경","2021.09.16","경제 통합(FTA, 관세 동맹) 체결 전후의 상황을 비교하여 무역 창출 및 전환 효과를 분석하는 문제이므로, '경제 통합'을 다루는 테마에 해당합니다."
Chapter 04: 무역 활동,"Theme 5: 세계 경제 환경","2021.06.07","해외 가맹점에 상표 사용권, 제품 판매권 등을 제공하고 수수료를 받는 '국제 프랜차이징' 방식에 대해 묻고 있으므로, '해외 시장 진출 전략'을 다루는 테마에 해당합니다."
Chapter 04: 무역 활동,"Theme 5: 세계 경제 환경","2021.06.20","GATT, WTO 등 '세계 무역 질서'의 변화와 지역 무역 협정의 한 형태인 '자유무역협정(FTA)'에 대해 묻고 있으므로, 해당 테마에 속합니다."
